Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Nate Sudfeld,Philadelphia Eagles,2019,1,"$3,095,000","$3,095,000",$0,1.6%,"$4,200,122","$4,200,122",$0
Nate Sudfeld,Philadelphia Eagles,2020,1,"$2,000,000","$2,000,000","$1,000,000",1%,"$2,577,195","$2,577,195","$1,288,597"
Nate Sudfeld,Philadelphia Eagles,2020,1,"$1,700,000","$1,700,000","$1,610,000",0.9%,"$2,190,616","$2,190,616","$2,074,642"
Nick Foles,Philadelphia Eagles,2012,4,"$2,768,520","$692,130","$543,520",0.6%,"$5,863,018","$1,465,755","$1,151,037"
Nick Foles,Philadelphia Eagles,2017,2,"$11,000,000","$5,500,000","$7,000,000",3.3%,"$16,822,754","$8,411,377","$10,705,389"
Nick Foles,Philadelphia Eagles,2018,2,"$29,000,000","$14,500,000","$5,000,000",8.2%,"$41,797,968","$20,898,984","$7,206,546"
Nick Mullens,Philadelphia Eagles,2021,1,"$970,000","$970,000","$200,000",0.5%,"$1,357,468","$1,357,468","$279,890"
Reid Sinnett,Philadelphia Eagles,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Sam Bradford,Philadelphia Eagles,2010,1,"$78,000,000","$12,000,000","$50,000,000",9.3%,"$154,427,907","$23,758,140","$98,992,248"
Tanner McKee,Philadelphia Eagles,2023,4,"$4,026,520","$1,006,630","$186,520",0.4%,"$4,574,614","$1,143,653","$211,909"
Tim Tebow,Philadelphia Eagles,2015,1,"$660,000","$660,000",$0,0.5%,"$1,176,466","$1,176,466",$0
Vince Young,Philadelphia Eagles,2011,1,"$4,000,000","$4,000,000","$2,000,000",3.3%,"$8,486,812","$8,486,812","$4,243,406"
Will Grier,Philadelphia Eagles,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Will Grier,Philadelphia Eagles,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
A.J. McCarron,Atlanta Falcons,2021,1,"$1,212,500","$1,212,500","$137,500",0.7%,"$1,696,836","$1,696,836","$192,425"
Alek Torgersen,Atlanta Falcons,2017,3,"$1,665,000","$555,000","$5,000",0.3%,"$2,546,353","$848,784","$7,647"
Austin Aune,Atlanta Falcons,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
B.J. Daniels,Atlanta Falcons,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
B.J. Daniels,Atlanta Falcons,2017,1,"$615,000","$615,000",$0,0.4%,"$940,545","$940,545",$0
Danny Etling,Atlanta Falcons,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Danny Etling,Atlanta Falcons,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Danny Etling,Atlanta Falcons,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Danny Etling,Atlanta Falcons,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Danny Etling,Atlanta Falcons,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Feleipe Franks,Atlanta Falcons,2021,3,"$2,440,000","$813,333","$100,000",0.4%,"$3,414,663","$1,138,221","$139,945"
Garrett Grayson,Atlanta Falcons,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Garrett Grayson,Atlanta Falcons,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Garrett Grayson,Atlanta Falcons,2018,2,"$1,200,000","$600,000",$0,0.3%,"$1,729,571","$864,786",$0
John Paddock,Atlanta Falcons,2024,3,"$2,835,000","$945,000","$5,000",0.4%,"$2,835,000","$945,000","$5,000"
John Paddock,Atlanta Falcons,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
Josh Rosen,Atlanta Falcons,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Kirk Cousins,Atlanta Falcons,2024,4,"$180,000,000","$45,000,000","$100,000,000",17.6%,"$180,000,000","$45,000,000","$100,000,000"
Kurt Benkert,Atlanta Falcons,2018,3,"$1,720,000","$573,333","$60,000",0.3%,"$2,479,052","$826,350","$86,479"
Kurt Benkert,Atlanta Falcons,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Kurt Benkert,Atlanta Falcons,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Kurt Benkert,Atlanta Falcons,2020,1,"$170,282","$170,282",$0,0.1%,"$219,425","$219,425",$0
Kurt Benkert,Atlanta Falcons,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kyle Lauletta,Atlanta Falcons,2020,1,"$675,000","$675,000",$0,0.3%,"$869,803","$869,803",$0
Kyle Lauletta,Atlanta Falcons,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Logan Woodside,Atlanta Falcons,2022,2,"$1,905,000","$952,500",$0,0.5%,"$2,336,873","$1,168,437",$0
Marcus Mariota,Atlanta Falcons,2022,2,"$18,750,000","$9,375,000","$6,750,000",4.5%,"$23,000,720","$11,500,360","$8,280,259"
Matt Barkley,Atlanta Falcons,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Matt Ryan,Atlanta Falcons,2013,5,"$103,750,000","$20,750,000","$59,000,000",16.9%,"$215,428,862","$43,085,772","$122,508,943"
Matt Schaub,Atlanta Falcons,2016,1,"$1,750,000","$1,750,000","$500,000",1.1%,"$2,878,534","$2,878,534","$822,438"
Matt Schaub,Atlanta Falcons,2017,1,"$8,000,000","$4,000,000","$2,500,000",2.4%,"$12,234,731","$6,117,365","$3,823,353"
Matt Schaub,Atlanta Falcons,2019,2,"$3,780,000","$1,890,000","$750,000",1%,"$5,129,713","$2,564,857","$1,017,800"
Matt Simms,Atlanta Falcons,2017,2,"$1,320,000","$660,000",$0,0.4%,"$2,018,731","$1,009,365",$0
Matt Simms,Atlanta Falcons,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Michael Penix Jr.,Atlanta Falcons,2024,4,"$22,882,636","$5,720,659","$22,882,636",2.2%,"$22,882,636","$5,720,659","$22,882,636"
Nathan Peterman,Atlanta Falcons,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Nathan Rourke,Atlanta Falcons,2024,1,"$915,000","$915,000",$0,0.4%,"$915,000","$915,000",$0
Rex Grossman,Atlanta Falcons,2015,1,"$970,000","$970,000",$0,0.7%,"$1,729,048","$1,729,048",$0
Sean Renfree,Atlanta Falcons,2013,4,"$2,205,896","$551,474","$45,896",0.4%,"$4,580,373","$1,145,093","$95,299"
Taylor Heinicke,Atlanta Falcons,2023,2,"$14,000,000","$7,000,000","$6,320,000",3.1%,"$15,905,694","$7,952,847","$7,180,285"
Trevor Knight,Atlanta Falcons,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Alex Tanney,New York Giants,2018,1,"$555,000","$555,000",$0,0.3%,"$799,927","$799,927",$0
Alex Tanney,New York Giants,2019,2,"$2,150,000","$1,050,000","$325,000",0.6%,"$2,917,694","$1,424,920","$441,047"
Alex Tanney,New York Giants,2019,2,"$1,825,000","$912,500",$0,0.5%,"$2,476,647","$1,238,324",$0
Alex Tanney,New York Giants,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Alex Tanney,New York Giants,2021,1,"$922,500","$922,500","$2,500",0.5%,"$1,290,995","$1,290,995","$3,499"
B.J. Daniels,New York Giants,2016,2,"$1,290,000","$645,000",$0,0.4%,"$2,121,891","$1,060,945",$0
Brian Lewerke,New York Giants,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Brian Lewerke,New York Giants,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Brian Lewerke,New York Giants,2022,1,"$713,500","$713,500","$8,500",0.3%,"$875,254","$875,254","$10,427"
Case Cookus,New York Giants,2020,3,"$2,295,000","$765,000","$35,000",0.4%,"$2,957,331","$985,777","$45,101"
Clayton Thorson,New York Giants,2020,1,"$172,564","$172,564",$0,0.1%,"$222,366","$222,366",$0
Clayton Thorson,New York Giants,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Clayton Thorson,New York Giants,2021,2,"$1,491,000","$745,500","$6,000",0.4%,"$2,086,583","$1,043,292","$8,397"
Clayton Thorson,New York Giants,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Clayton Thorson,New York Giants,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Colt McCoy,New York Giants,2020,1,"$2,250,000","$2,250,000","$1,700,000",1.1%,"$2,899,344","$2,899,344","$2,190,616"
Cooper Rush,New York Giants,2020,1,"$1,250,000","$1,250,000","$150,000",0.6%,"$1,610,747","$1,610,747","$193,290"
Cooper Rush,New York Giants,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Daniel Jones,New York Giants,2019,4,"$25,664,056","$6,416,014","$25,664,056",3.4%,"$34,827,842","$8,706,961","$34,827,842"
Daniel Jones,New York Giants,2023,4,"$160,000,000","$40,000,000","$104,000,000",17.8%,"$181,779,359","$45,444,840","$118,156,584"
David Carr,New York Giants,2011,1,"$860,000","$860,000","$50,000",0.7%,"$1,824,665","$1,824,665","$106,085"
David Carr,New York Giants,2012,1,"$990,000","$990,000","$165,000",0.8%,"$2,096,567","$2,096,567","$349,428"
David Carr,New York Giants,2013,1,"$1,050,000","$1,050,000","$165,000",0.9%,"$2,180,244","$2,180,244","$342,610"
Davis Webb,New York Giants,2017,4,"$3,611,326","$902,832","$766,420",0.5%,"$5,522,950","$1,380,738","$1,172,118"
Davis Webb,New York Giants,2022,1,"$945,000","$945,000","$50,000",0.5%,"$1,159,236","$1,159,236","$61,335"
Davis Webb,New York Giants,2022,1,"$321,666","$321,666",$0,0.2%,"$394,589","$394,589",$0
Davis Webb,New York Giants,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Davis Webb,New York Giants,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Davis Webb,New York Giants,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Drew Lock,New York Giants,2024,1,"$5,000,000","$5,000,000","$4,950,000",2%,"$5,000,000","$5,000,000","$4,950,000"
Eli Manning,New York Giants,2015,4,"$84,000,000","$21,000,000","$65,000,000",14.7%,"$149,731,993","$37,432,998","$115,864,042"
Eric Dungey,New York Giants,2019,3,"$1,760,000","$586,667","$10,000",0.3%,"$2,388,438","$796,146","$13,571"
G.J. Kinne,New York Giants,2016,2,"$990,000","$495,000",$0,0.3%,"$1,628,428","$814,214",$0
Geno Smith,New York Giants,2017,1,"$1,200,000","$1,200,000","$300,000",0.7%,"$1,835,210","$1,835,210","$458,802"
Jacob Eason,New York Giants,2023,1,"$940,000","$940,000",$0,0.4%,"$1,067,954","$1,067,954",$0
Jacob Eason,New York Giants,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jacob Eason,New York Giants,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jake Fromm,New York Giants,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Joe Webb,New York Giants,2020,1,"$1,050,000","$1,050,000",$0,0.5%,"$1,353,027","$1,353,027",$0
Joe Webb,New York Giants,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Joe Webb,New York Giants,2021,1,"$1,075,500","$1,075,500",$500,0.6%,"$1,505,111","$1,505,111",$700
Josh Freeman,New York Giants,2014,1,"$795,000","$795,000","$55,000",0.6%,"$1,526,639","$1,526,639","$105,617"
Josh Johnson,New York Giants,2016,1,"$885,000","$885,000",$0,0.6%,"$1,455,716","$1,455,716",$0
Josh Johnson,New York Giants,2017,2,"$1,950,000","$975,000","$100,000",0.6%,"$2,982,216","$1,491,108","$152,934"
Keith Wenning,New York Giants,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Keith Wenning,New York Giants,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Kyle Lauletta,New York Giants,2018,4,"$3,167,700","$791,925","$707,700",0.4%,"$4,565,635","$1,141,409","$1,020,015"
Logan Thomas,New York Giants,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Matt Barkley,New York Giants,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Matt Barkley,New York Giants,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Mike Glennon,New York Giants,2021,1,"$1,375,000","$1,375,000","$450,000",0.8%,"$1,924,247","$1,924,247","$629,753"
Ricky Stanzi,New York Giants,2015,1,"$660,000","$660,000",$0,0.5%,"$1,176,466","$1,176,466",$0
Ryan Nassib,New York Giants,2013,4,"$2,613,600","$653,400","$453,600",0.5%,"$5,426,939","$1,356,735","$941,865"
Tim Boyle,New York Giants,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Tim Boyle,New York Giants,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Tommy DeVito,New York Giants,2023,3,"$2,705,000","$901,667","$20,000",0.4%,"$3,073,207","$1,024,403","$22,722"
Tommy DeVito,New York Giants,2023,2,"$1,665,000","$832,500",$0,0.4%,"$1,891,641","$945,821",$0
Tommy DeVito,New York Giants,2023,1,"$305,001","$305,001",$0,0.1%,"$346,518","$346,518",$0
Tommy DeVito,New York Giants,2023,1,"$275,334","$275,334",$0,0.1%,"$312,813","$312,813",$0
Tommy DeVito,New York Giants,2023,1,"$245,667","$245,667",$0,0.1%,"$279,107","$279,107",$0
Tommy DeVito,New York Giants,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Tommy Stevens,New York Giants,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Tyrod Taylor,New York Giants,2022,2,"$11,000,000","$5,500,000","$10,900,000",2.6%,"$13,493,756","$6,746,878","$13,371,085"
Alex McGough,Jacksonville Jaguars,2019,2,"$1,280,000","$640,000","$75,000",0.3%,"$1,737,046","$868,523","$101,780"
Blake Bortles,Jacksonville Jaguars,2014,4,"$20,654,802","$5,163,701","$20,654,802",3.9%,"$39,663,432","$9,915,859","$39,663,432"
Blake Bortles,Jacksonville Jaguars,2018,2,"$34,947,000","$17,483,500","$26,500,000",9.9%,"$50,369,435","$25,199,130","$38,194,695"
C.J. Beathard,Jacksonville Jaguars,2021,2,"$5,000,000","$2,500,000","$2,750,000",1.4%,"$6,997,260","$3,498,630","$3,848,493"
C.J. Beathard,Jacksonville Jaguars,2023,2,"$4,500,000","$2,250,000","$2,000,000",1%,"$5,112,544","$2,556,272","$2,272,242"
C.J. Beathard,Jacksonville Jaguars,2024,1,"$1,310,000","$1,310,000","$100,000",0.5%,"$1,310,000","$1,310,000","$100,000"
Chad Henne,Jacksonville Jaguars,2012,2,"$6,750,000","$3,375,000","$4,075,000",2.8%,"$14,294,776","$7,147,388","$8,629,809"
Chad Henne,Jacksonville Jaguars,2014,2,"$8,000,000","$4,000,000","$4,500,000",3%,"$15,362,406","$7,681,203","$8,641,353"
Chad Henne,Jacksonville Jaguars,2016,2,"$8,000,000","$4,000,000","$4,500,000",2.6%,"$13,159,013","$6,579,507","$7,401,945"
Chad Henne,Jacksonville Jaguars,2017,1,"$3,500,000","$3,500,000","$500,000",2.1%,"$5,352,695","$5,352,695","$764,671"
Chase Litton,Jacksonville Jaguars,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
EJ Perry,Jacksonville Jaguars,2022,3,"$2,583,000","$861,000","$230,000",0.4%,"$3,168,579","$1,056,193","$282,142"
EJ Perry,Jacksonville Jaguars,2022,1,"$705,000","$705,000","$207,000",0.3%,"$864,827","$864,827","$253,928"
EJ Perry,Jacksonville Jaguars,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
EJ Perry,Jacksonville Jaguars,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
EJ Perry,Jacksonville Jaguars,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
EJ Perry,Jacksonville Jaguars,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
EJ Perry,Jacksonville Jaguars,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Jake Luton,Jacksonville Jaguars,2020,4,"$3,476,756","$869,189","$181,756",0.4%,"$4,480,139","$1,120,035","$234,210"
Jake Luton,Jacksonville Jaguars,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Jeff Tuel,Jacksonville Jaguars,2015,2,"$1,110,000","$555,000",$0,0.4%,"$1,978,601","$989,301",$0
John Rhys Plumlee,Jacksonville Jaguars,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
John Wolford,Jacksonville Jaguars,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Jordan Rodgers,Jacksonville Jaguars,2013,3,"$420,000","$140,000","$5,000",0.1%,"$872,098","$290,699","$10,382"
Kyle Lauletta,Jacksonville Jaguars,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kyle Sloter,Jacksonville Jaguars,2022,1,"$965,000","$965,000",$0,0.5%,"$1,183,770","$1,183,770",$0
Landry Jones,Jacksonville Jaguars,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Luke McCown,Jacksonville Jaguars,2011,1,"$1,800,000","$1,800,000","$250,000",1.5%,"$3,819,065","$3,819,065","$530,426"
Max Wittek,Jacksonville Jaguars,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Mike Glennon,Jacksonville Jaguars,2020,1,"$1,187,500","$1,187,500",$0,0.6%,"$1,530,209","$1,530,209",$0
Mike Glennon,Jacksonville Jaguars,2020,1,"$1,150,000","$1,150,000",$0,0.6%,"$1,481,887","$1,481,887",$0
Mike Glennon,Jacksonville Jaguars,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Nathan Enderle,Jacksonville Jaguars,2012,1,"$465,000","$465,000",$0,0.4%,"$984,751","$984,751",$0
Nathan Rourke,Jacksonville Jaguars,2023,3,"$2,700,000","$900,000","$221,000",0.4%,"$3,067,527","$1,022,509","$251,083"
Nathan Rourke,Jacksonville Jaguars,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Nathan Rourke,Jacksonville Jaguars,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Nathan Rourke,Jacksonville Jaguars,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Ricky Stanzi,Jacksonville Jaguars,2013,2,"$1,200,000","$600,000",$0,0.5%,"$2,491,707","$1,245,854",$0
Ryan Nassib,Jacksonville Jaguars,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Tanner Lee,Jacksonville Jaguars,2018,4,"$2,601,544","$650,386","$151,544",0.4%,"$3,749,629","$937,407","$218,422"
Tanner Lee,Jacksonville Jaguars,2018,1,"$480,000","$480,000",$0,0.3%,"$691,828","$691,828",$0
Tanner Lee,Jacksonville Jaguars,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Trevor Lawrence,Jacksonville Jaguars,2021,4,"$36,793,486","$9,198,372","$36,783,486",5%,"$51,490,720","$12,872,681","$51,476,725"
Trevor Lawrence,Jacksonville Jaguars,2024,5,"$275,000,000","$55,000,000","$200,000,000",21.5%,"$275,000,000","$55,000,000","$200,000,000"
Aaron Rodgers,New York Jets,2023,3,"$112,500,000","$37,500,000","$75,000,000",16.7%,"$127,813,612","$42,604,537","$85,209,075"
Adrian Martinez,New York Jets,2024,2,"$1,755,000","$877,500",$0,0.3%,"$1,755,000","$877,500",$0
Adrian Martinez,New York Jets,2024,1,"$256,667","$256,667",$0,0.1%,"$256,667","$256,667",$0
Adrian Martinez,New York Jets,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Andrew Peasley,New York Jets,2024,3,"$2,830,000","$943,333",$0,0.4%,"$2,830,000","$943,333",$0
Ben Bryant,New York Jets,2024,3,"$2,830,000","$943,333",$0,0.4%,"$2,830,000","$943,333",$0
Brandon Silvers,New York Jets,2019,3,"$1,755,000","$585,000",$0,0.3%,"$2,381,652","$793,884",$0
Chris Streveler,New York Jets,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Chris Streveler,New York Jets,2022,1,"$321,666","$321,666",$0,0.2%,"$394,589","$394,589",$0
Chris Streveler,New York Jets,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Chris Streveler,New York Jets,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Chris Streveler,New York Jets,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Chris Streveler,New York Jets,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Christian Hackenberg,New York Jets,2016,4,"$4,660,304","$1,165,076","$209,312",0.8%,"$7,665,625","$1,916,406","$344,292"
Colby Suits,New York Jets,2024,3,"$2,830,000","$943,333",$0,0.4%,"$2,830,000","$943,333",$0
David Fales,New York Jets,2019,1,"$805,000","$805,000",$0,0.4%,"$1,092,439","$1,092,439",$0
David Fales,New York Jets,2020,1,"$910,000","$910,000","$100,000",0.5%,"$1,172,624","$1,172,624","$128,860"
David Fales,New York Jets,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Davis Webb,New York Jets,2018,1,"$555,000","$555,000",$0,0.3%,"$799,927","$799,927",$0
Davis Webb,New York Jets,2018,1,"$554,999","$554,999",$0,0.3%,"$799,925","$799,925",$0
Davis Webb,New York Jets,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Geno Smith,New York Jets,2013,4,"$5,019,603","$1,254,901","$767,196",1%,"$10,422,818","$2,605,705","$1,593,023"
Greg McElroy,New York Jets,2011,4,"$2,105,152","$526,288","$65,152",0.4%,"$4,466,507","$1,116,627","$138,233"
James Morgan,New York Jets,2020,4,"$4,010,264","$1,002,566","$715,264",0.5%,"$5,167,616","$1,291,904","$921,687"
James Morgan,New York Jets,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Joe Flacco,New York Jets,2020,1,"$1,500,000","$1,500,000","$550,000",0.8%,"$1,932,896","$1,932,896","$708,729"
Joe Flacco,New York Jets,2021,1,"$3,500,000","$3,500,000","$3,500,000",1.9%,"$4,898,082","$4,898,082","$4,898,082"
Joe Flacco,New York Jets,2022,1,"$3,500,000","$3,500,000","$2,850,000",1.7%,"$4,293,468","$4,293,468","$3,496,110"
Joel Stave,New York Jets,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Joel Stave,New York Jets,2018,2,"$1,050,000","$525,000",$0,0.3%,"$1,513,375","$756,687",$0
John Wolford,New York Jets,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
John Wolford,New York Jets,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Jordan Travis,New York Jets,2024,4,"$4,274,276","$1,068,569","$254,276",0.4%,"$4,274,276","$1,068,569","$254,276"
Josh Johnson,New York Jets,2021,1,"$343,444","$343,444",$0,0.2%,"$480,633","$480,633",$0
Josh Johnson,New York Jets,2021,1,"$297,722","$297,722",$0,0.2%,"$416,648","$416,648",$0
Josh Johnson,New York Jets,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Josh McCown,New York Jets,2017,1,"$6,000,000","$6,000,000","$6,000,000",3.6%,"$9,176,048","$9,176,048","$9,176,048"
Josh McCown,New York Jets,2018,1,"$10,000,000","$10,000,000","$5,000,000",5.6%,"$14,413,093","$14,413,093","$7,206,546"
Luke Falk,New York Jets,2019,1,"$570,000","$570,000",$0,0.3%,"$773,528","$773,528",$0
Luke Falk,New York Jets,2019,1,"$204,000","$204,000",$0,0.1%,"$276,842","$276,842",$0
Mark Brunell,New York Jets,2010,2,"$3,000,000","$1,500,000","$300,000",1.2%,"$5,939,535","$2,969,767","$593,953"
Mark Brunell,New York Jets,2011,1,"$960,000","$960,000","$575,000",0.8%,"$2,036,835","$2,036,835","$1,219,979"
Mark Sanchez,New York Jets,2012,3,"$40,475,000","$13,491,667","$19,500,000",11.2%,"$85,715,713","$28,571,905","$41,296,020"
Michael Vick,New York Jets,2014,1,"$4,000,000","$4,000,000","$4,000,000",3%,"$7,681,203","$7,681,203","$7,681,203"
Mike White,New York Jets,2019,1,"$204,000","$204,000",$0,0.1%,"$276,842","$276,842",$0
Mike White,New York Jets,2020,2,"$1,525,000","$762,500",$0,0.4%,"$1,965,111","$982,555",$0
Mike White,New York Jets,2020,1,"$675,000","$675,000",$0,0.3%,"$869,803","$869,803",$0
Mike White,New York Jets,2020,1,"$675,000","$675,000",$0,0.3%,"$869,803","$869,803",$0
Mike White,New York Jets,2020,2,"$1,260,000","$630,000",$0,0.3%,"$1,623,633","$811,816",$0
Mike White,New York Jets,2020,1,"$167,988","$167,988",$0,0.1%,"$216,469","$216,469",$0
Mike White,New York Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,New York Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,New York Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,New York Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,New York Jets,2020,1,"$136,682","$136,682",$0,0.1%,"$176,128","$176,128",$0
Mike White,New York Jets,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Mike White,New York Jets,2022,1,"$2,540,000","$2,540,000",$0,1.2%,"$3,115,831","$3,115,831",$0
Peewee Jarrett,New York Jets,2024,3,"$2,833,000","$944,333","$15,000",0.4%,"$2,833,000","$944,333","$15,000"
Ryan Fitzpatrick,New York Jets,2016,1,"$12,000,000","$12,000,000","$12,000,000",7.7%,"$19,738,520","$19,738,520","$19,738,520"
Tajh Boyd,New York Jets,2014,4,"$2,298,680","$574,670","$78,680",0.4%,"$4,414,157","$1,103,539","$151,089"
Tim Boyle,New York Jets,2023,1,"$1,155,000","$1,155,000","$75,000",0.5%,"$1,312,220","$1,312,220","$85,209"
Tim Boyle,New York Jets,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Tim Boyle,New York Jets,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Tim Tebow,New York Jets,2012,3,"$6,054,375","$2,018,125","$2,531,875",1.7%,"$12,821,620","$4,273,873","$5,361,865"
Trevor Siemian,New York Jets,2019,1,"$2,000,000","$2,000,000","$1,000,000",1.1%,"$2,714,134","$2,714,134","$1,357,067"
Trevor Siemian,New York Jets,2023,1,"$1,165,000","$1,165,000",$0,0.5%,"$1,323,581","$1,323,581",$0
Trevor Siemian,New York Jets,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Tyrod Taylor,New York Jets,2024,2,"$12,000,000","$6,000,000","$8,500,000",2.3%,"$12,000,000","$6,000,000","$8,500,000"
